Organisation Code,Name,Address,Contact Telephone Number,Number of patients registered at the GP practice,Latitude,Longitude,GP Patient Number Quintile
F83045,The Miller Practice,"The Miller Practice, 49 Highbury New Park, Highbury, London, N5 2ET",020 73541972,4677,51.55141889540217,-0.0921650004855746,2
F83048,Brunswick Medical Centre Uhpc,"39 Brunswick Centre, London, WC1N 1AF",020 78373057,8778,51.52442971970883,-0.1235476587347091,4
F83050,Fortune Green Road Surgery,"80 Fortune Green Road, London, NW6 1DS",020 34355602,7546,51.55465368988683,-0.1966262073520886,3
F83052,Brookfield Park Surgery,"68 Chester Road, London, N19 5BZ",020 72639633,9424,51.564037203352655,-0.1435347255151439,4
F83053,Mildmay Medical Practice,"Mildmay Medical Practice, 2A Green Lanes, London, N16 9NF",020 79231999,23922,51.55247412380851,-0.0857307803750239,5
F83055,West Hampstead Medical Centre,"9 Solent Road, London, NW6 1TP",020 74311588,5390,51.55003985167202,-0.1965778868398193,2
F83056,The Mitchison Road Surgery,"The Surgery, 2 Mitchison Road, London, N1 3NG",020 72266016,2601,51.5450739239712,-0.0878406133326827,1
F83057,Parliament Hill Surgery,"Parliament Hill Surgery, 113-117 Highgate Road, London, NW5 1TR",020 74829280,11624,51.554862799999995,-0.1452121,5
F83058,Holborn Medical Centre,"The Holborn Medical Ctr., 64-66 Lamb'S Conduit St., Holborn, London, WC1N 3NA",020 30770044,5744,51.52225299395237,-0.1185434518376656,2
F83059,Brondesbury Medical Centre,"Brondesbury Medical Ctr, 279 Kilburn High Road, London, NW6 7JQ",020 76249853,3936,51.5434583954636,-0.2001550432986776,1
F83060,The Northern Medical Centre,"Northern Medical Centre, 580 Holloway Road, London, N7 6LB",020 38173975,4900,51.560765646950294,-0.1232468128170573,2
F83061,Museum Practice,"The Museum Practice, 58 Great Russell Street, London, WC1B 3BA",020 74052739,5791,51.51819546853508,-0.1256372709989614,2
F83063,Killick Street Health Centre,"Killick Street Health Ctr, 75 Killick Street, London, N1 9RH",020 78339939,6359,51.533881764207344,-0.1189585143988892,3
F83064,City Road Medical Centre,"City House Medical Centre, Unit 1-3 Ground Floor, City Hse.,190-196 City Rd, London, EC1V 2QH",020 73368170,6852,51.527831103862106,-0.0908876097261717,3
F83615,Cholmley Gardens Surgery,"1 Cholmley Gardens, Mill Lane, London, NW6 1AE",020 77946256,5977,51.55226119437879,-0.1954226415571909,2
F83623,Keats Group Practice,"The Keats Group Practice, 1B Downshire Hill, London, NW3 1NR",020 34354672,10715,51.55553440126174,-0.1710296918462917,4
F83624,Clerkenwell Medical Practice,"Clerkenwell Med Practice, Finsbury H/C,17 Pine St, London, EC1R 0LP",020 78335906,4200,51.52486428285838,-0.1088442048965025,2
F83632,Queens Crescent Practice,"76 Queens Crescent, London, NW5 4EB",020 74856104,2346,51.5495977,-0.1521973999999999,1
F83633,Daleham Gardens Health Centre,"The Surgery, 5 Daleham Gardens, London, NW3 5BY",020 31120800,2359,51.54795197215349,-0.1743770278826468,1
F83635,Kings Cross Surgery,"The Bloomsbury Building, 4 St Pancras Way, London, NW1 0PE",020 72789074,2821,51.53592466909441,-0.1317143497932357,1
F83652,Amwell Group Practice,"The Amwell Practice, 4 Naoroji Street, Islington, London, WC1X 0GB",020 78372020,2636,51.52804346101206,-0.1108173173121177,1
F83658,Belsize Priory Medical Practice (Group),"Belsize Priory Med Pract, 208 Belsize Road, Kilburn, London, NW6 4DX",020 73288200,3727,51.53977346389431,-0.1880143109271263,1
F83660,Highbury Grange Medical Practice,"Highbury Grange Med Pract, 1-5 Highbury Grange, London, N5 2QB",020 72262462,11386,51.55509091325547,-0.0956753909713561,4
F83664,The Village Practice,"The Village Practice, 115 Isledon Road, London, N7 7JJ",020 77006464,6160,51.559677,-0.1100726999999999,3
F83665,Swiss Cottage Surgery,"Swiss Cottage Surgery, 2 Winchester Mews, Swiss Cottage, London, NW3 3NP",020 77222772,9757,51.54270775157556,-0.1725390966592922,4
F83666,Andover Medical Centre,"The Andover Medical Ctr., 270/282 Hornsey Road, London, N7 7QZ",020 72816956,11037,51.56181818768014,-0.1163946440704567,4
F83671,The Beaumont Practice,"The Beaumont Practice, Hornsey Rise Health Ctr., Hornsey Rise, London, N19 3YU",020 72723155,8801,51.571444007628,-0.1250074890680975,4
F83672,St Philips Medical Centre,"St Philips Mc, Tower 3, 2Nd Floor, Clements Inn, London, WC2A 2AZ",020 76115131,6504,51.51374795747447,-0.1152206602807119,3
F83673,The Medical Centre,"The Medical Centre, 140 Holloway Road, London, N7 8DD",020 76078259,10841,51.550930870938274,-0.1097675721578097,4
F83674,The Junction Medical Practice,"The Junction Med Practice, 244 Tufnell Park Road, London, N19 5EW",020 72729105,17591,51.55717737714917,-0.1365724293171575,5
F83678,Dr Segarajasinghe,"Finsbury Health Centre, Pine Street, London, EC1R 0JH",020 77135256,9931,51.52508649132586,-0.1092836173091592,4
F83680,Sobell Medical Centre,"Sobell Medical Centre, 272 Holloway Road, London, N7 6NE",020 76093050,6503,51.55413807713528,-0.1137150433382755,3
F83681,Partnership Primary Care Centre,"Partnership Pcc, 331 Camden Road, London, N7 0SL",020 38174431,8085,51.55389999999999,-0.1225319,3
F83683,Somers Town Medical Centre,"Somers Town Medical Ctr., 77-83 Chalton Street, London, NW1 1HY",020 73876855,8769,51.52991621082301,-0.1306068855879302,4
F83686,Stroud Green Medical Centre,"181 Stroud Green Road, London, N4 3PZ",020 72724323,5259,51.57005890422384,-0.1143285260532757,2
F84003,Lower Clapton Group Practice,"Lower Clapton Health Ctr., 36 Lower Clapton Road, Clapton, London, E5 0PQ",020 89867111,7684,51.550990422680655,-0.0510222822029588,3
F84004,Market Street Health Group,"Market Street Health Grp, 52 Market Street, East Ham, London, E6 2RA",020 85482200,5069,51.53099424682024,0.0574891925891379,2
F84006,The Shrewsbury Centre,"Shrewsbury Road Hlth Ctr, Shrewsbury Road, Forest Gate, London, E7 8QP",020 85865111,4508,51.539494299999994,0.0439051932938711,2
F84008,Barton House Group Practice,"Barton House Health Ctr, 233 Albion Road, Stoke Newington, London, N16 9JT",020 72495511,6404,51.560456959439094,-0.0839240084626122,3
F84009,Stratford Village Surgery,"Stratford Village Surgery, 50C Romford Road, Stratford, London, E15 4BZ",020 85344133,4250,51.54208678815753,0.0061922794196936,2
F84010,St. Bartholomews Surgery,"St.Bartholomew'S Surgery, 292A Barking Road, East Ham, London, E6 3BA",020 84720669,6553,51.532481264042595,0.0517642939694641,3
F84012,Albion Health Centre,"Albion Health Centre, 333 Whitechapel Road, Whitechapel, London, E1 1BU",020 74569820,5221,51.51996206367917,-0.0572594278958556,2
F84013,Stamford Hill Group Practice,"Stamford Hill Group Pract, 2 Egerton Road, Stamford Hill, London, N16 6UA",020 88001000,4493,51.573975869854536,-0.0714929551848389,2
F84014,Upton Lane Medical Centre,"Upton Lane Medical Centre, 75-77 Upton Lane, Forest Gate, London, E7 9PB",020 84716912,1023,51.54327262335407,0.025873255890720998,1
F84015,Kingsmead Healthcare,"Kingsmead Healthcare, 4 Kingsmead Way, London, E9 5QG",020 89851930,3035,51.5516345,-0.034524900000000004,1
F84016,The Mission Practice,"Mission Medical Practice, 208 Cambridge Heath Road, Bethnal Green, London, E2 9LS",020 89837300,2996,51.5313733024055,-0.0564826915369917,1
F84017,Star Lane Medical Centre,"Star Lane Medical Centre, 121 Star Lane, Canning Town, London, E16 4QH",020 74764862,2832,51.51987281095389,0.0106742030075555,1
F84018,The Nightingale Practice,"Nightingale Practice, 10 Kenninghall Road, Clapton, London, E5 8BY",020 89858388,4770,51.558150943530244,-0.0607742859639001,2
F84021,London Fields Medical Centre,"London Fields Medical Ctr, 38-44 Broadway Market, Hackney, London, E8 4QJ",020 79238100,7319,51.536554757867,-0.0615936071326299,3
F84022,Stratford Health Centre,"Stratford Health Centre, 121-123 The Grove, Stratford, London, E15 1EN",020 85553936,66095,51.544767153809396,0.0047545501831896,5
F84025,Gough Walk Practice,"Newby Plce Hlth Wellbeing, 21 Newby Place, London, E14 0EY",020 75154701,15265,51.51022495144658,-0.0124188040463848,5
F84030,Ruston Street Clinic,"Ruston Street Clinic, Ruston Street, Bow, London, E3 2LR",020 89801652,25145,51.53618598399906,-0.0274171329600839,5
F84031,Jubilee Street Practice,"Jubilee Street Practice, 368-374 Commercial Road, London, E1 0LS",020 77808000,6172,51.51359544130434,-0.050552174961878,3
F84033,Somerford Grove Practice,"Somerford Grove Hlth.Ctr., Somerford Grove, Stoke Newington, London, N16 7UA",020 76834888,54126,51.553797205685775,-0.0726206325901741,5
F84034,St. Stephens Health Centre,"St.Stephens Health Centre, Bow Community Hall, William Place, London, E3 5ED",020 89801760,9414,51.53217322994405,-0.0310059897115135,4
F84035,Richmond Road Medical Centre,"Richmond Rd Medical Ctre, 136 Richmond Road, London, E8 3HN",020 72542298,2496,51.5431205,-0.0655636999999999,1
F84036,The Cedar Practice,"Cedar Practice, John Scott Health Centre, Woodberry Down, Green Lanes, London, N4 2NU",020 76901151,10350,51.56853052369439,-0.0937574519999223,4
F84038,Beechwood Medical Centre,"Beechwood Medical Centre, 86A Dalston Lane, London, E8 3AH",020 72542855,7522,51.546084295838654,-0.0705957211702622,3
F84039,Goodman'S Field Health Centre,"Whitechapel Health Centre, 44-56 Hessel Street, London, E1 2LP",020 77022036,5920,51.514012292700464,-0.0625836809032981,2
F84041,Southgate Road Medical Centre,"Southgate Rd Medical Ctr, 101-103 Southgate Road, London, N1 3JS",020 77042233,5525,51.54160882444708,-0.0851672234858874,2
F84044,Harley Grove Medical Ctr.,"Harley Grove Medical Ctr., 15 Harley Grove, London, E3 2AT",020 89837479,6608,51.528522339656284,-0.0288606926074865,3
F84047,Custom House Surgery,"Custom House Surgery, 16 Freemasons Road, Custom House, Canning Town,London, E16 3NA",020 74762255,6327,51.51124935523545,0.0260500177898586,3
F84050,Boleyn Medical Centre,"Boleyn Medical Centre, 152 Barking Road, East Ham, London, E6 3BD",020 84758500,6196,51.531361499999996,0.0452445,3
F84051,Strouts Place Medical Centre,"Med Ctr, 3 Strouts Place, Pelter Street, London, E2 7QU",020 77398859,6438,51.529479540891174,-0.0741524587965519,3
F84052,Essex Lodge,"Essex Lodge, 94 Greengate Street, Plaistow, London, E13 0AS",020 84724888,10020,51.52862937398693,0.0259828577018601,4
F84053,Greengate Medical Centre,"Greengate Medical Centre, 497 Barking Road, Plaistow, London, E13 8PS",020 84717160,7239,51.52537850668325,0.0280816780041045,3
F84054,The Limehouse Practice,"Gill Street Health Centre, 11 Gill Street, Poplar, London, E14 8HQ",020 75152211,9064,51.51122172893906,-0.0287811446521238,4
F84055,The Grove Road Surgery,"3 Ivanhoe House, 130 Grove Road, Bow, London, E3 5TW",020 89801767,2939,51.529785302441034,-0.0388745459206554,1
F84060,Athena Medical Centre,"Athena Medical Centre, 21 Atherden Road, Clapton, London, E5 0QP",020 89856675,4615,51.55494328278201,-0.0532566184354348,2
F84062,The Chrisp Street Hth Ctr,"The Chrisp Street Hth Ctr, 100 Chrisp Street, London, E14 6PG",020 75154860,7506,51.51421087300759,-0.0143359985103444,3
F84063,The Dalston Practice,"1B Madinah Road, London, E8 1PG",020 72750077,5911,51.54804565,-0.06686215,2
F84069,Well Street Surgery,"28 Shore Road, Hackney, London, E9 7TA",020 89852050,5836,51.53936173014095,-0.0528689317727527,2
F84070,Lathom Road Medical Centre,"Lathom Road Med Ctr, 2A Lathom Road, East Ham, London, E6 2DU",020 85485640,4072,51.53771458726098,0.0533369008383835,2
F84072,De Beauvoir Surgery,"30 Hertford Road, London, N1 5QT",020 79233684,5817,51.538457785099965,-0.0782148681979179,2
F84074,The Graham Practice,"The Graham Practice, Wordsworth Health Centre, 19 Wordsworth Avenue, London, E12 6SU",020 85485960,5305,51.54155101709269,0.0487933680329581,2
F84077,Dr Samuel And Dr Khan,"Vicarage Lane Health Ctr, 10 Vicarage Lane, Stratford, London, E15 4ES",020 85362266,2000,51.54149158579622,0.0100073793257139,1
F84079,The Wapping Group Practice,"The Wapping Health Centre, 22 Wapping Lane, London, E1W 2RL",020 74819376,3782,51.50532762914622,-0.0582212644764312,1
F84080,Fountayne Road Health Centre,"Fountayne Road Health Ctr, 1A Fountayne Road, London, N16 7EA",020 39280777,2789,51.56442023163135,-0.0651448332809361,1
F84081,The Spitalfields Practice,"The Spitalfields Practice, 20 Old Montague Street, London, E1 5PB",020 72477070,2898,51.517397700000004,-0.06962360000000001,1
F84083,Bethnal Green Health Ctr.,"Bethnal Green Health Ctr., 60 Florida Street, Bethnal Green, London, E2 6LL",020 77396677,1958,51.526915618105534,-0.0642556078714373,1
F84086,The Forest Practice,"Lord Lister Health Centre, 121 Woodgrange Road, Forest Gate, London, E7 0EP",020 82507510,2521,51.55097109567222,0.0248317317533722,1
F84087,Harford Health Centre,"Harford Health Centre, 115 Harford Street, London, E1 4FG",020 77901059,2724,51.51834958756532,-0.0383079805644612,1
F84088,Plashet Road Medical Centre,"152 Plashet Road, Plaistow, London, E13 0QT",020 84720473,3194,51.537490922274415,0.0330229487067894,1
F84092,Glen Road Medical Centre,"Glen Road Medical Centre, 1-9 Glen Road, Plaistow, London, E13 8RU",020 74763434,11252,51.522414462558714,0.0318368090679115,4
F84093,Tollgate Medical Centre,"Tollgate Health Centre, 220 Tollgate Road, London, E6 5JS",020 74739399,7884,51.51557349931826,0.0563617730706905,3
F84096,The Lawson Practice,"The Lawson Practice, St.Leonards,85 Nuttall St, London, N1 5HZ",020 35386044,9847,51.533769603465814,-0.0792874768762725,4
F84097,Claremont Clinic,"Claremont Clinic, 459-463 Romford Road, Forest Gate, London, E7 8AB",020 85220222,11606,51.54763705,0.0347571999999999,5
F84105,The Lea Surgery,"The Lea Surgery, Alfred Health Centre, 186 Homerton High Street, London, E9 6AG",020 89863106,10755,51.548250224246175,-0.0432935490194919,4
F84111,Abbey Road Medical Practice,"Abbey Road Health Centre, 28A Abbey Road, Stratford, London, E15 3LT",020 85342515,3545,51.53476310823506,0.0059217555582934,1
F84114,City Square Medical Group,"Tower Medical Centre, 129 Cannon Street Road, Whitechapel, London, E1 2LX",020 74884240,9655,51.51310439271651,-0.0616848882757711,4
F84115,The Statham Grove Surgery,"The Statham Grove Surgery, Statham Grove, Stoke Newington, London, N16 9DP",020 72544327,13797,51.55715410000001,-0.0892898,5
F84117,Queensbridge Group Practice,"Queensbridge Group Pract., 24 Holly Street, Hackney, London, E8 3XP",020 72541101,16512,51.54146772740557,-0.0714832075696738,5
F84118,Merchant Street Practice,"Wellington Wy Hlth Centre, 1A Wellington Way, London, E3 4NE",020 89803676,9368,51.52567447182138,-0.0243473193536534,4
F84119,The Heron Practice,"The Heron Practice, John Scott Health Centre, Woodberry Down, Green Lanes, London, N4 2NU",020 76901172,2038,51.56853052369439,-0.0937574519999223,1
F84121,E12 Health,"E12 Health Centre, The Centre, 30 Church Rd, Manor Park, London, E12 6AQ",020 85537440,4192,51.54778475419264,0.0538331184707544,2
F84122,Xx Place Health Centre,"Xx Place Health Centre, Bancroft Road, London, E1 4DG",020 71672828,2956,51.52468532832411,-0.0426257065969284,1
F84123,The Globe Town Surgery,"The Globe Town Surgery, 82-86 Roman Road, London, E2 0PJ",020 89803023,4483,51.52803426480725,-0.0481910206647643,2
F84124,The Project Surgery,"Community Surgery, 10 Lettsom Walk, Plaistow, London, E13 0LN",020 84725234,4068,51.53227338288172,0.020635780216911,2
F84601,Elsdale Street Surgery,"Elsdale Street Surgery, 28 Elsdale Street, Hackney, London, E9 6QY",020 85252980,4557,51.54303138470632,-0.0491213001235355,2
F84619,The Riverside Practice,"Theydon Road Health Ctr, 14 Urban Hive, Theydon Rd, London, E5 9BQ",020 88061928,6340,51.5640199,-0.0520270999999999,3
F84620,The Wick Health Centre,"Kenworthy Road Health Ctr, 10 Kenworthy Road, London, E9 5TD",020 89866341,9214,51.54751866568999,-0.037960816404356,4
F84621,Sandringham Practice,"The Medical Centre, 1A Madinah Road, Hackney, London, E8 1PG",020 72750022,11455,51.54804565,-0.06686215,5
F84632,The Greenhouse Walk-In,"19 Tudor Road, Hackney, London, E9 7SN",020 85104490,7773,51.538523299999994,-0.0552018,3
F84635,Shoreditch Park Surgery,"Shoreditch Park Surgery, 10 Rushton Street, London, N1 5DR",020 77398525,13860,51.53346315,-0.0868766999999999,5
F84636,The Surgery (Barretts Grove),"6 Barretts Grove, Stoke Newington, London, N16 8AR",020 72541661,8152,51.55219952531535,-0.0782848617594326,3
F84640,The Neaman Practice,"The Neaman Practice, 15 Half Moon Court, London, EC1A 7HF",020 76009740,3364,51.518982241822,-0.0982197825108778,1
F84641,Birchdale Road Medical Centre,"Birchdale Road Med Centre, 2 Birchdale Road, Forest Gate, London, E7 8AR",020 84721600,7365,51.54675853011053,0.038426414616444,3
F84642,Lucas Avenue Practice,"1A Lucas Avenue, Plaistow, London, E13 0QP",020 84717239,7948,51.536253631594754,0.0307327672401296,3
F84647,Roserton Street Surgery,"Docklands Medical Centre, 100 Spindrift Avenue, Isle Of Dogs, London, E14 9WU",020 79874231,12797,51.49830495224325,-0.0100245105768773,5
F84656,Docklands Medical Centre,"Docklands Medical Centre, 100 Spindrift Avenue, Isle Of Dogs, London, E14 9WU",020 75371444,4729,51.4911464328952,-0.0211307198045099,2
F84657,Cumberland Medical Centre,"179 Cumberland Road, London, E13 8LS",020 74761029,12231,51.51889882038482,0.025883734898089004,5
F84658,Sangam Practice,"57 Gladstone Avenue, Manor Park, London, E12 6NR",020 89118378,14155,51.5492323054877,0.0487057530903793,5
F84660,Dr Cm Patel'S Surgery,"2 Jephson Road, Forest Gate, London, E7 8LZ",020 84706429,6877,51.54096611219404,0.035384268319231,3
F84666,The Ruiz Medical Practice,"St.Lukes Health Centre, 2 St.Lukes Square, Canning Town, London, E16 1HT",020 73666440,9520,51.51192710959899,0.0135958083905343,4
F84668,The Clapton Surgery,"Theydon Road Health Ctr, 14 Urban Hive, Theydon Rd, London, E5 9BQ",020 88067735,5983,51.5640199,-0.0520270999999999,3
F84669,Newham Medical Centre,"Newham Medical Centre, 576 Green Street, Plaistow, London, E13 9DA",0844 4996992,11713,51.531438416908074,0.0371940504376185,5
F84670,Westbury Road Medical Practice,"Westbury Road Med.Pract., 45 Westbury Road, Forest Gate, London, E7 8BU",020 84724123,7085,51.54578625279978,0.0301908859864749,3
F84672,First 4 Health Group - E7 Health,"Lord Lister Health Centre, 121 Woodgrange Road, Forest Gate, London, E7 0EP",020 85341026,6735,51.55097109567222,0.0248317317533722,3
F84676,The Stroudley Wlk Hth Ctr,"Wellington Way Hc, 1A Wellington Way, London, E3 4NE",020 89814742,9790,51.52567447182138,-0.0243473193536534,4
F84677,East End Medical Centre,"East End Medical Centre, 61 Plashet Road, Plaistow, London, E13 0QA",020 84708186,10800,51.53731101490346,0.0252281483623763,4
F84681,Balaam Street Practice,"Balaam St Health Centre, 113 Balaam Street, Plaistow, London, E13 8AF",020 84721238,46237,51.5272234,0.0237135799999999,5
